Country,popularity
australia,0.47794117647058826
canada,0.460431654676259
china,0.6467065868263473
india,0.325
mexico,0.11392405063291139
russia,0.46153846153846156
usa,0.25984251968503935
colombia,0.13664596273291926
france,0.37593984962406013
italy,0.35
japan,0.6494845360824743
philippines,0.44871794871794873
spain,0.16666666666666666
united_kingdom,0.461038961038961
puerto_rico,0.09259259259259259
argentina,0.2265625
germany,0.30275229357798167
israel,0.5102040816326531
paraguay,0.1476510067114094
south_korea,0.7291666666666666
taiwan,0.6976744186046512
ukraine,0.3611111111111111
chile,0.10218978102189781
dominican_republic,0.08441558441558442
indonesia,0.5714285714285714
peru,0.15723270440251572
thailand,0.76
turkey,0.18604651162790697
venezuela,0.17985611510791366
denmark,0.5
egypt,0.29213483146067415
hong_kong,0.9135802469135802
ireland,0.5163398692810458
morocco,0.36036036036036034
netherlands,0.4701492537313433
norway,0.4782608695652174
portugal,0.2857142857142857
vietnam,0.4666666666666667
bolivia,0.17901234567901234
bulgaria,0.4126984126984127
costa_rica,0.1524390243902439
ecuador,0.14465408805031446
el_salvador,0.10897435897435898
greece,0.14925373134328357
guatemala,0.11038961038961038
honduras,0.10625
malaysia,0.6941176470588235
panama,0.1360544217687075
poland,0.26582278481012656
sweden,0.4959349593495935
austria,0.3010752688172043
finland,0.5520833333333334
hungary,0.3626373626373626
iceland,0.3790322580645161
lithuania,0.3942307692307692
new_zealand,0.38095238095238093
nicaragua,0.09615384615384616
romania,0.43902439024390244
singapore,0.6818181818181818
south_africa,0.44029850746268656
switzerland,0.4097222222222222
uruguay,0.2564102564102564
czech_republic,0.28346456692913385
mongolia,0.4448818897637795
pakistan,0.38613861386138615
saudi_arabia,0.5377358490566038
brazil,0.1834862385321101
